courier_warehouse,active_stuck_shipments,avg_hours_stuck,median_dwell_hours,p90_dwell_hours,priority_category
GURRAMPATI RAJA SHEKAR REDDY MASTER KIRANA KADAPA,0,0.0,6.24,6.24,Ignore
DEVAJIT MEDAK NORTH LAKHIMPUR,0,0.0,6.23,6.23,Ignore
"BUDGAM, JAMMU AND KASHMIR, IN",0,0.0,6.23,6.23,Ignore
KOSLIHUB_KOS KOSLI,0,0.0,4.6,6.23,Ignore
PRANAV FAST FOOD HARIDWAR,0,0.0,6.22,6.22,Ignore
SARANGPURMDH_SAR RAIGARH,0,0.0,3.04,6.22,Ignore
PRODATTURHUB_PDT PRODATTUR,0,0.0,4.72,6.22,Ignore
HOSHIARPUR HUB,0,0.0,3.54,6.22,Ignore
CABTMADHUBANISPLITODH_MBI MADHUBANI,0,0.0,6.21,6.21,Ignore
PONDA HUB PONDA,0,0.0,5.75,6.2,Ignore
KATNIHUB_KTN KATNI,0,0.0,5.69,6.2,Ignore
RAIPURCITYSPLITHUB_RPR RAIPUR,0,0.0,3.68,6.19,Ignore
TTSPLMUSIRIODH_MSR MUSURI,0,0.0,6.19,6.19,Ignore
LOADSHARECUTTACKSPLITODH_BBI CUTTACK,0,0.0,3.61,6.19,Ignore
GACHIBOWLIHUB_HYD HYDERABAD,0,0.0,3.18,6.18,Ignore
BATALAHUB_BAA BATALA,0,0.0,6.18,6.18,Ignore
UTHUKOTTAIHUB_TRL TIRUVALLUR,0,0.0,6.17,6.17,Ignore
SOMPETAHUB_SMT SRIKAKULAM,0,0.0,6.17,6.17,Ignore
PHASE2NOIDAHUB_DEL NOIDA,0,0.0,2.35,6.17,Ignore
KAKINADA HUB,0,0.0,4.3,6.16,Ignore
AKSHARA JESWANI INDORE,0,0.0,6.16,6.16,Ignore
BANSWARAHUB_BAS BANSWARA,0,0.0,5.77,6.16,Ignore
MRJHUB_SNG SANGLI,0,0.0,6.16,6.16,Ignore
DHANPURHUB_IXA AGARTALA,0,0.0,6.15,6.15,Ignore
RENA BEAUTY STORE NEW DELHI,0,0.0,6.15,6.15,Ignore
MEHKAR,0,0.0,6.14,6.14,Ignore
KOLLAM HUB KOLLAM,0,0.0,5.04,6.14,Ignore
VIPUL AUTOMOBILE RUPNAGAR,0,0.0,6.14,6.14,Ignore
BALA JI TRADING COMPANY KHUTAR,0,0.0,6.03,6.14,Ignore
VIKARABAD,0,0.0,6.13,6.13,Ignore
LOADSHAREANDALSPLITODH_DGP RANIGANJ,0,0.0,5.61,6.13,Ignore
RAMGARHHUB_RMT RAMGARH,0,0.0,6.12,6.12,Ignore
GOLGHARHUB_GOP GORAKHPUR,0,0.0,4.18,6.12,Ignore
"AKBARPUR KNP, AKBARPUR KANPUR DEHAT, UTTAR PRADESH",0,0.0,4.86,6.12,Ignore
RAKESH HOME STORE BANGALORE,0,0.0,6.11,6.11,Ignore
KADAVANTHARAHUB_KVA ERNAKULAM,0,0.0,4.03,6.11,Ignore
"PANCHGANI, MAHARASHTRA, IN",0,0.0,6.11,6.11,Ignore
JORHAT HUB JORHAT,0,0.0,5.09,6.11,Ignore
"BHOPAL, MADHYA PRADESH, IN",0,0.0,6.1,6.1,Ignore
RAM PRASAD KIRANA STORE FATEHPUR,0,0.0,6.1,6.1,Ignore
NANGALHUB_NGL NANGAL,0,0.0,5.26,6.1,Ignore
KUPPAMHUB_KPM KUPPAM,0,0.0,6.1,6.1,Ignore
DWARAKATIRUMULAHUB_DTM BHIMADOLE,0,0.0,4.47,6.09,Ignore
LAKEVIEW HUB BENGALURU,0,0.0,3.8,6.09,Ignore
MURTHAL_MUR SONIPAT /MURTHAL,0,0.0,3.38,6.09,Ignore
PALANPURHUB_PLN PALANPUR,0,0.0,4.77,6.09,Ignore
SIDHIHUB_SID SIDHI,0,0.0,3.87,6.08,Ignore
MALAKPET EXT,0,0.0,6.08,6.08,Ignore
"BANSIHARI, WEST BENGAL, IN",0,0.0,6.08,6.08,Ignore
GAYASPLITHUB2_GAY GAYA,0,0.0,6.07,6.07,Ignore
SADABADMDH_HTH SADABAD,0,0.0,6.07,6.07,Ignore
THIROOR,0,0.0,6.07,6.07,Ignore
SHADOWFAXJULANAODH_JND JHULANA,0,0.0,6.06,6.06,Ignore
KURUPPAMPADYHUB_KPM COCHIN,0,0.0,6.06,6.06,Ignore
RJSCMATIGARASPLITODH_IXB2 NAXALBARI,0,0.0,6.06,6.06,Ignore
DAYALNAGARSPILTODH_DAY VISAKHAPATANAM,0,0.0,3.45,6.06,Ignore
PRINCYANKLESHWARODH_ANK ANKLESHWAR,0,0.0,3.82,6.05,Ignore
SAMRALAHUB_SAM SAMRALA,0,0.0,4.68,6.05,Ignore
CABTLAHARODH_LHR LAHAR,0,0.0,6.05,6.05,Ignore
SUDAM MALLICK BERHAMPUR,0,0.0,6.05,6.05,Ignore
MOGALTURMDH_MOG MOGALTUR,0,0.0,5.25,6.05,Ignore
GODAVARIKHANIHUB_GDK GODAVARIKHANI,0,0.0,4.22,6.05,Ignore
RAMBAGH,0,0.0,6.04,6.04,Ignore
SIMRIHUB_SHC SAHARSA,0,0.0,5.38,6.03,Ignore
SHOLINGURODH_SLG ARAKKONAM,0,0.0,4.66,6.03,Ignore
IDENTIFYPLUSGONDIAODH_GDI GONDIA,0,0.0,3.31,6.03,Ignore
RAMPURUPMDH_RMP RASULAHA,0,0.0,6.02,6.02,Ignore
"SUPAUL, SUPAUL, BIHAR",0,0.0,5.89,6.02,Ignore
NANITALROADHUB_HWI HALDWANI,0,0.0,6.02,6.02,Ignore
RAJU KATTA NALGONDA,0,0.0,4.35,6.02,Ignore
PARIPPALLYHUB_QLN PARIPPALLY,0,0.0,6.01,6.01,Ignore
THRIPRAYARHUB_TRP THRIPRAYAR,0,0.0,5.21,6.01,Ignore
SOLUTIONS POINT NEW DELHI,0,0.0,6.0,6.0,Ignore
"ANDAL, ASANSOL, WEST BENGAL",0,0.0,6.0,6.0,Ignore
BEHRORHUB_RTN BEHROR,0,0.0,1.21,5.99,Ignore
SITICSKHADOORSAHIBMDH_KDS GURDASPUR,0,0.0,5.99,5.99,Ignore
KUMMARI RAVI MASTER KIRANA NIZAMABAD,0,0.0,5.99,5.99,Ignore
RAJESH GENERAL STORE NEW DELHI,0,0.0,5.99,5.99,Ignore
VIRAMGAM,0,0.0,3.0,5.98,Ignore
RAJ CHAUHAN STORE NEW DELHI,0,0.0,5.98,5.98,Ignore
BHIWANDI HUB BHIWANDI,0,0.0,5.62,5.98,Ignore
CABTKONDURUODH_KND KRISHNA,0,0.0,3.75,5.98,Ignore
ARMOORHUB_ARM NIZAMABAD,0,0.0,5.98,5.98,Ignore
BUGUDAHUB_GAM BUGUDA,0,0.0,4.93,5.98,Ignore
VANSHIKA ENTERPRISE DEHRADUN,0,0.0,5.96,5.96,Ignore
SHADOWFAXBABINAODH_JHS BABINA,0,0.0,5.96,5.96,Ignore
SUKAMDH_HWI NAINITAL,0,0.0,5.96,5.96,Ignore
VYARAHUB_VYR VYARA,0,0.0,4.43,5.95,Ignore
NIDADAVOLEHUB_RJY RAJAHMUNDARY,0,0.0,5.95,5.95,Ignore
ADARSHNAGARHUB_AJM AJMER,0,0.0,5.78,5.95,Ignore
ELASTICRUNGIRISHPARKODH_KOL KOLKATA,0,0.0,3.66,5.95,Ignore
IDENTIFYPLUSBRAMHAPURIODH_BHP BRAMHAPURI,0,0.0,5.95,5.95,Ignore
CHILAKALURIPETAHUB_NRT NARASARAOPET,0,0.0,2.76,5.94,Ignore
TIHIDIHUB_BHC BHADRAK,0,0.0,5.94,5.94,Ignore
AKOTAMDH_AKT AKOTA,0,0.0,5.56,5.94,Ignore
IDENTIFYPLUSVIDYANAGARODH_BHO MANDIDEEP,0,0.0,5.94,5.94,Ignore
SITICSKUNDARAODH_KDR KUNDARA,0,0.0,5.23,5.94,Ignore
ELASTICRUNKAMOTHEODH_KAM,0,0.0,5.94,5.94,Ignore
TYAGI STORE. NEW DELHI,0,0.0,5.93,5.93,Ignore
AURANGABADBIHARHUB_AWB AURANGABAD,0,0.0,4.6,5.93,Ignore
SUNIMDH_SHM SUNNI,0,0.0,4.84,5.93,Ignore
ATRAULI,0,0.0,5.93,5.93,Ignore
ELASTICRUNBOWENPALLYODH_HYD HYDERABAD,0,0.0,5.92,5.92,Ignore
YEMMIGANURHUB_YMN ADONI,0,0.0,5.91,5.91,Ignore
AMAZEKAGALODH_KAG KAGAL,0,0.0,4.48,5.91,Ignore
VIRAJPET,0,0.0,4.86,5.91,Ignore
CLEMENTTOWNHUB_DED DEHRADUN,0,0.0,2.78,5.91,Ignore
BHANDARAHUB_BHR BHANDARA,0,0.0,4.24,5.9,Ignore
MURUKAMBATTUHUB_COR CHITTOOR,0,0.0,5.9,5.9,Ignore
ETTUMANOORHUB_EMR ETTUMANOOR,0,0.0,3.26,5.9,Ignore
MACHERLA,0,0.0,5.9,5.9,Ignore
SASCHEMBRASSERIODH_CSR MALAPPURAM,0,0.0,5.27,5.9,Ignore
TTSPLKHEDBRAHMAODH_KDB KHEDBRAHMMA,0,0.0,5.89,5.89,Ignore
KALIMPONGHUB_KMG KALIMPONG,0,0.0,3.29,5.89,Ignore
KONDAGAONHUB_KDN KONDAGAON,0,0.0,5.79,5.89,Ignore
NEEMRANA,0,0.0,3.98,5.87,Ignore
SATTENAPALLIHUB_STN SATTENAPALLI,0,0.0,0.81,5.87,Ignore
SANGAMNERHUB_SGM SANGAMNER,0,0.0,3.61,5.87,Ignore
SITICSBANGARPETODH_BNG BANGARPET,0,0.0,3.71,5.87,Ignore
CABTGAUTAMNAGARODH_BBI BHUBANESWAR,0,0.0,5.87,5.87,Ignore
BARRACKPORE,0,0.0,5.86,5.86,Ignore
OSMANABADHUB_OMB OSMANABAD,0,0.0,5.86,5.86,Ignore
"KERALA, PALGHAT, IN",0,0.0,5.86,5.86,Ignore
KAGGALIPURAHUB_BLR BENGALURU,0,0.0,5.03,5.86,Ignore
"DEOGHAR, DEOGHAR, JHARKHAND",0,0.0,5.23,5.86,Ignore
ANKOLAHUB_ANK ANKOLA,0,0.0,5.86,5.86,Ignore
"HANSI, HARYANA, IN",0,0.0,4.53,5.85,Ignore
"THENI, THENI, TAMIL NADU",0,0.0,5.85,5.85,Ignore
MANISH PATEL SERVICE KANPUR,0,0.0,5.84,5.84,Ignore
SINDRISPLITODH_DBD DHANBAD,0,0.0,4.11,5.84,Ignore
SITICSCHITTURODH_CHT CHITTUR,0,0.0,5.84,5.84,Ignore
KATARGAAMHUB_STV,0,0.0,1.13,5.84,Ignore
KOOTHATTUKULAMOSH_KOO KOOTHATTUKULAM,0,0.0,5.83,5.83,Ignore
BIJAPURSPLITHUB_BJR BIJAPUR,0,0.0,5.82,5.82,Ignore
RAILWAYCOLONYHUB_BVM BHIMAVARAM,0,0.0,5.55,5.82,Ignore
FAROOG STORE TIRUPUR,0,0.0,5.82,5.82,Ignore
YAVATMALHUB_YTM YAVATMAL,0,0.0,5.06,5.82,Ignore
AEROCITYMOHALIHUB_IXC,0,0.0,4.2,5.82,Ignore
SAKHIGOPALHUB_PUR SAKHIGOPAL,0,0.0,5.82,5.82,Ignore
CABTSACHINODH_SAC SURAT,0,0.0,4.88,5.81,Ignore
GANDIKOTAHUB_PDT MYDUKUR,0,0.0,5.81,5.81,Ignore
JANJGIR,0,0.0,3.51,5.81,Ignore
BOKAKHAT,0,0.0,5.81,5.81,Ignore
HAROHALLIHUB_RMG BANGALORE,0,0.0,5.81,5.81,Ignore
GUPTA STORE GHAZIPUR,0,0.0,5.8,5.8,Ignore
RAFIGANJHUB_AWB RAFIGANJ,0,0.0,5.8,5.8,Ignore
BANDIATMAKURU CB KIRANA NANDYAL,0,0.0,5.05,5.8,Ignore
HITECH CITY,0,0.0,4.15,5.8,Ignore
ASHU BALANI GHAZIABAD,0,0.0,5.8,5.8,Ignore
BASNAHUB_BAS,0,0.0,5.79,5.79,Ignore
BERHAMPUR HUB BERHAMPUR,0,0.0,5.05,5.79,Ignore
ARVIND KUMAR RUDRAPUR,0,0.0,5.79,5.79,Ignore
CHANDANKIYARIHUB_BJE,0,0.0,5.78,5.78,Ignore
PANJIM HUB PANJIM,0,0.0,5.2,5.77,Ignore
DHENKANALHUB_DNK DHENKANAL,0,0.0,4.01,5.76,Ignore
KUTHUPARAMBAHUB_MKD KUTHUPARAMBA,0,0.0,4.26,5.76,Ignore
LARGELOGICDHARAPURAMODH_DHP DHARAPURAM,0,0.0,5.76,5.76,Ignore
NIKOLODH_NKL AHMEDABAD,0,0.0,4.38,5.76,Ignore
DELFASTPHIRANGIPURAMODH_PHI PHIRANGIPURAM,0,0.0,5.36,5.76,Ignore
ULUBERIAHUB_ULB ULUBERIA,0,0.0,5.76,5.76,Ignore
DUA STORE NEW DELHI,0,0.0,5.75,5.75,Ignore
PARVATI SERVICE CENTER,0,0.0,4.52,5.75,Ignore
PARMAR DHIRENKUMAR KANUBHAI NADIAD,0,0.0,5.75,5.75,Ignore
LINGAREDDY MASTER KIRANA HYDERABAD,0,0.0,5.74,5.74,Ignore
SUGUNAN HOME THRISSUR,0,0.0,5.74,5.74,Ignore
SAKTHI MURUGAN MOBILES TIRUPUR,0,0.0,5.73,5.73,Ignore
BANKURAHUB_BKR BANKURA,0,0.0,5.73,5.73,Ignore
CHANDIGARHHUB_OSH_DEL BADHERI,0,0.0,3.13,5.72,Ignore
DHANPURAMDH_DHN DHANPURA,0,0.0,3.41,5.72,Ignore
YADGIRODH_YDR YADGIR,0,0.0,2.38,5.72,Ignore
ARPUDA MARY HOME BANGALORE,0,0.0,5.72,5.72,Ignore
"TIRUVALLUR, TIRUVALLUR, TAMIL NADU",0,0.0,4.68,5.71,Ignore
LAVEEN KUMAR HYDERABAD,0,0.0,5.71,5.71,Ignore
FEROZEPURROADHUB_MITR KANGRA,0,0.0,1.98,5.7,Ignore
MANVIODH_MNV RAICHUR,0,0.0,5.69,5.69,Ignore
AMITVATS STORE BAHADURGARH,0,0.0,4.75,5.69,Ignore
NAVELIM HUB,0,0.0,3.66,5.69,Ignore
VELLOREHUBTEMP_VLR VELLORE,0,0.0,5.43,5.69,Ignore
AJAY KIRANA GHAZIABAD,0,0.0,5.68,5.68,Ignore
RAJAJIPURAMHUB_LKO LUCKNOW,0,0.0,5.68,5.68,Ignore
DALHOUSIEHUB_KOL,0,0.0,3.19,5.68,Ignore
RISHI RFK KIRANA STORE WYRA,0,0.0,2.8,5.68,Ignore
"MIDNAPORE, WEST BENGAL, IN",0,0.0,3.87,5.68,Ignore
MARGHERITAHUB_MRG MARGHERITA,0,0.0,5.68,5.68,Ignore
AHMAD RAZA KIRANA NEW DELHI,0,0.0,5.65,5.67,Ignore
AVANEESH KIRANA STORE JAHANGIRABAD,0,0.0,5.67,5.67,Ignore
GUNTURMDH_GUN GUNTUR,0,0.0,5.67,5.67,Ignore
ROCKS MASTER KIRANA HYDERABAD,0,0.0,5.24,5.67,Ignore
RAMAMUTHYNAGARHUB_BLR BANGALORE,0,0.0,3.14,5.66,Ignore
BARBIL,0,0.0,5.66,5.66,Ignore
TTSPLRAMANODH_PNJ RAMAN,0,0.0,3.81,5.66,Ignore
ELASTICRUNGUDIYATHAMODH_GDM GUDIYATTAM,0,0.0,1.61,5.66,Ignore
REWAHUB_RWA REWA,0,0.0,4.14,5.65,Ignore
CABTMAUGANJODH_MGJ MAUGANJ,0,0.0,5.65,5.65,Ignore
SIGMAJAGRAONODH_JGN JAGRAON,0,0.0,5.56,5.65,Ignore
TTSPLKALLAKURICHIODH_KLK KALLAKURICHI,0,0.0,0.0,5.65,Ignore
RJSCJALPAIGURIODH_JPG MAYNAGURI,0,0.0,5.65,5.65,Ignore
CHALAKKUDIHUB_CKY TRISSHUR,0,0.0,4.1,5.65,Ignore
VINESH BHASKARAN STORE MUMBAI,0,0.0,5.65,5.65,Ignore
PANDUAMDH_MGR MOGRA,0,0.0,5.64,5.64,Ignore
HOSUREASTHUB_HOS HOSUR,0,0.0,5.63,5.63,Ignore
PARLIVAIJINATHHUB_PVJ PARLI VAIJINATH,0,0.0,5.63,5.63,Ignore
MALDA,0,0.0,5.62,5.62,Ignore
MADPUR,0,0.0,5.62,5.62,Ignore
SURUCHI STORE DEHRADUN,0,0.0,5.62,5.62,Ignore
DERABASSIODH_DSB DERABASSI,0,0.0,5.62,5.62,Ignore
SAKALDIHA,0,0.0,3.47,5.61,Ignore
NAMBIYATH HOME CHAVAKKAD,0,0.0,5.6,5.6,Ignore
RAIPUR HUB RAIPUR,0,0.0,4.52,5.59,Ignore
PADMANABHNAGARHUB_BLR,0,0.0,5.59,5.59,Ignore
CHANDIGARHROADHUB_LUH,0,0.0,2.45,5.58,Ignore
CABTKALAAMBODH_KAL SIRMAUR,0,0.0,5.58,5.58,Ignore
GOVINDPURMDH_DBD DHANBAD,0,0.0,5.11,5.57,Ignore
"NAKHARA, CUTTACK, ORISSA",0,0.0,5.57,5.57,Ignore
RKSA JI JI STORE DEHRADUN,0,0.0,5.57,5.57,Ignore
AZAMGARHHUB_AZM AZAMGARH,0,0.0,5.57,5.57,Ignore
"MYSORE, KARNATAKA, IN",0,0.0,5.45,5.57,Ignore
PUNITH KUMAR S HOME BANGALORE,0,0.0,5.56,5.56,Ignore
LOADSHAREROURKELASPLITODH_RRK ROURKELA,0,0.0,3.46,5.56,Ignore
RTO CPU BHUBANESWAR,0,0.0,4.6,5.56,Ignore
CHALTAHUB_AMB SITAPUR,0,0.0,5.56,5.56,Ignore
PALACODEHUB_DMP PALACODE,0,0.0,5.56,5.56,Ignore
BEAWARHUB_BEA BEAWAR,0,0.0,5.4,5.55,Ignore
CANTTAMBALAHUB_UMB AMBALA,0,0.0,4.07,5.55,Ignore
BONGAIGAON,0,0.0,5.55,5.55,Ignore
MYLARLINGESHWARA NILAYA HASSAN,0,0.0,5.54,5.54,Ignore
NAWANAGARMDH_NGR SINGRAULI,0,0.0,5.54,5.54,Ignore
SRIGANGANAGAR HUB SRI GANGANAGAR,0,0.0,4.04,5.53,Ignore
BOLANGIRHUB_BLG BOLANGIR,0,0.0,5.53,5.53,Ignore
TRIVANDRUMHUB TRIVANDRUM,0,0.0,5.04,5.53,Ignore
IDENTIFYPLUSPIRANGUTODH_PIR PUNE,0,0.0,5.52,5.52,Ignore
SILIGURISPLITMDH_IXB,0,0.0,3.23,5.52,Ignore
GANDHI NAGAR (GANR),0,0.0,5.52,5.52,Ignore
DURGACHAKMDH_HLD HALDIA,0,0.0,4.51,5.52,Ignore
NEWASAHUB_NWS NEWASA,0,0.0,3.62,5.52,Ignore
NJARAKKALHUB_NKL NJARAKKAL,0,0.0,4.66,5.51,Ignore
LATURHUB_LTU,0,0.0,5.5,5.5,Ignore
IDENTIFYPLUSUMERKHEDODH_UMR,0,0.0,5.5,5.5,Ignore
TRAMBAK BHIMRAOJI THAKRE PULGAON,0,0.0,0.92,5.5,Ignore
NANDWAIMDH_NAN NANDWAI,0,0.0,5.49,5.49,Ignore
TIRUPATTURHUB_TAT TIRUPPATTUR,0,0.0,5.4,5.49,Ignore
CGROAD HUB,0,0.0,3.86,5.49,Ignore
BUNDIHUB_BUI BUNDI,0,0.0,3.22,5.49,Ignore
BAGODARODH_PNM BAGODAR,0,0.0,5.49,5.49,Ignore
JUNAGADHHUB JUNAGADH,0,0.0,3.23,5.49,Ignore
BRRAZO EXPRESS JUNAGADH,0,0.0,5.48,5.48,Ignore
AJNALAMDH_AJN,0,0.0,5.48,5.48,Ignore
VASAI HUB THANE,0,0.0,2.97,5.48,Ignore
GORAKHPUR - GKP,0,0.0,5.48,5.48,Ignore
"KHAPA, BUTTIBORI, MAHARASHTRA",0,0.0,5.48,5.48,Ignore
HISSAR HUB HISSAR,0,0.0,4.49,5.48,Ignore
NAWANSHAHRHUB_NSH NAWANSHAHR,0,0.0,2.68,5.48,Ignore
"BLI/BALLIA, BALLIA, UTTAR PRADESH",0,0.0,1.77,5.47,Ignore
GAUTAM NIWAS SHRIRAMPUR,0,0.0,3.23,5.47,Ignore
MANINAGARHUB_ADI,0,0.0,3.77,5.47,Ignore
SATNAHUB_STA SATNA,0,0.0,3.25,5.47,Ignore
PARBHANIHUB_PBN PARBHANI,0,0.0,4.2,5.47,Ignore
"JAMMU, JAMMU & KASHMIR, IN",0,0.0,5.41,5.46,Ignore
OTTANCHATRAMHUB_OTC DINDIGUL,0,0.0,3.63,5.46,Ignore
GIRIJA TIRUCHIRAPPALLI,0,0.0,5.45,5.45,Ignore
PENNAKANIGIRIODH_KGR,0,0.0,5.45,5.45,Ignore
KHUSHI STORE MAHESANA,0,0.0,5.45,5.45,Ignore
NAWAGARHMDH_NAW MUNGELI,0,0.0,5.44,5.44,Ignore
MAJHDIAHUB_MIJ MAJHDIA,0,0.0,5.44,5.44,Ignore
SASKATTAPPANAODH_KTP KATTAPPANA,0,0.0,5.44,5.44,Ignore
BELKHANDIHUB_BKD KESINGA,0,0.0,5.44,5.44,Ignore
ELASTICRUNBIDARODH_BDR BIDAR,0,0.0,3.37,5.43,Ignore
MEPPADIMDH_MPD MEPPADI,0,0.0,5.43,5.43,Ignore
INDIAQUICK _ANUPGARH ANUPGARH,0,0.0,5.43,5.43,Ignore
"AJMER, RAJASTHAN, IN",0,0.0,5.43,5.43,Ignore
MOWA HUB,0,0.0,5.43,5.43,Ignore
MANNA DEBASHIS BANKURA,0,0.0,5.43,5.43,Ignore
ELASTICRUNSIDDHPURODH_SDR SIDDHPUR,0,0.0,4.3,5.42,Ignore
RJSCKOHIMAODH_KHM KOHIMA,0,0.0,4.73,5.42,Ignore
MANDSAURHUB_MAN MANDSAUR,0,0.0,5.42,5.42,Ignore
HARIHARPURMDH_KAD SANT KABIR NAGAR,0,0.0,5.42,5.42,Ignore
BONGAON,0,0.0,5.42,5.42,Ignore
BHIWANI HUB BHIWANI,0,0.0,3.44,5.41,Ignore
CHEMBURSPLITHUB_MUM,0,0.0,5.3,5.4,Ignore
GHODBUNDER HUB THANE,0,0.0,2.85,5.4,Ignore
SITICSTHAZHECHOVVAODH_TCV KANNUR,0,0.0,2.06,5.4,Ignore
RJSCSAIHAODH_SAI SAIHA,0,0.0,5.4,5.4,Ignore
HANUMANJNHUB_HMN KRISHNA,0,0.0,5.4,5.4,Ignore
DICHPALLYHUB_NZB NIZAMABAD,0,0.0,5.39,5.39,Ignore
CHARUMOODHUB_COO CHARUMOOD,0,0.0,5.39,5.39,Ignore
JAI AMBE KIRANA AND GENERAL STORE NAGPUR,0,0.0,5.39,5.39,Ignore
TRANSPORT NAGAR HUB LUCKNOW,0,0.0,4.1,5.39,Ignore
MEGHANAGARMDH_MGH MEGHANAGAR,0,0.0,5.38,5.38,Ignore
CABTMANKUNDUODH_MNK CHANDANNAGAR,0,0.0,4.01,5.38,Ignore
CHIRODIHUB_GZD GHAZIABAD,0,0.0,5.38,5.38,Ignore
NOONMATIHUB_GAU GUWAHATI,0,0.0,4.04,5.38,Ignore
RJSCSHILLONGODH_SHL SHILLONG,0,0.0,5.11,5.36,Ignore
VICKY STICHING BATHINDA,0,0.0,5.36,5.36,Ignore
ERATTUPETTAHUB_ETP ERATTUPETTA,0,0.0,5.04,5.35,Ignore
SIONMDH_MUM MUMBAI,0,0.0,5.35,5.35,Ignore
TAVEREKEREHUB_BLR,0,0.0,4.6,5.34,Ignore
NANDYALHUB_NDL,0,0.0,5.34,5.34,Ignore
KRISHNA KUMAR MAURYA VAPI,0,0.0,5.34,5.34,Ignore
ANDARHUB_SWN SIWAN,0,0.0,4.8,5.34,Ignore
BALLIAHUB_BLA BALLIA,0,0.0,5.34,5.34,Ignore
BHAVNAGARHUB BHAVNAGAR,0,0.0,4.68,5.34,Ignore
VPM MOBILE SALEM,0,0.0,5.33,5.33,Ignore
DISHANT ENTERPRISES PALANPUR,0,0.0,5.33,5.33,Ignore
BABA CAKE GAUTAM BUDDHA NAGAR,0,0.0,5.33,5.33,Ignore
AMBIKAKALNAHUB_ABK AMBIKA KALNA,0,0.0,5.33,5.33,Ignore
SARATHBABI EAST GODAVARI,0,0.0,5.33,5.33,Ignore
KOTTARAKKARAHUB_KOR KOTTARAKKARA,0,0.0,4.78,5.32,Ignore
KHAMMAM HUB,0,0.0,5.32,5.32,Ignore
YELAHANKA HUB BENGALURU,0,0.0,3.31,5.32,Ignore
ELASTICRUNCHIPLUNODH_CPL CHIPLUN,0,0.0,3.26,5.32,Ignore
RATANPURCITYHUB_PAB RATANPUR,0,0.0,3.41,5.32,Ignore
VASTRALMETROODH_VAS AHMEDABAD,0,0.0,4.66,5.31,Ignore
CABTKHURDAODH_KUD KHURDA,0,0.0,5.31,5.31,Ignore
JAGANNATHPRASADMDH_GAM JAGANATH PRASAD,0,0.0,5.31,5.31,Ignore
ATTINGALHUB_AAL ATTINGAL,0,0.0,2.42,5.31,Ignore
SILIGURI HUB SILIGURI,0,0.0,4.67,5.31,Ignore
NIKKOUCHINGAVANAMODH_CHI KOTTAYAM,0,0.0,3.5,5.31,Ignore
KORAMANGLA HUB BENGALURU,0,0.0,4.04,5.3,Ignore
RAXAULHUB_RXL RAXAUL,0,0.0,5.3,5.3,Ignore
KUNDANAGARIHUB_IXG KUNDANAGARI,0,0.0,5.29,5.29,Ignore
PANKAJ STORE NAGPUR,0,0.0,5.29,5.29,Ignore
PUTHUKADHUB_PUT THRISSUR,0,0.0,4.83,5.27,Ignore
CHANNASANDRAHUB_BLR,0,0.0,5.27,5.27,Ignore
MARSHAGHAIMDH_MSG KENDRAPADA,0,0.0,4.92,5.27,Ignore
SHORNURHUB_SHO SHORNUR,0,0.0,5.27,5.27,Ignore
BODENMDH_NUA BODEN,0,0.0,5.27,5.27,Ignore
NITIN DNYANESHWAR GAIKWAD PALGHAR,0,0.0,5.26,5.26,Ignore
CIDHAMBARAM STORE DHARMAPURI,0,0.0,5.26,5.26,Ignore
ROORKEEHUB_HRD ROORKEE,0,0.0,4.43,5.26,Ignore
RAJ KUMAR NEW DELHI,0,0.0,5.25,5.25,Ignore
RAHUL B PAWAR PALGHAR,0,0.0,5.25,5.25,Ignore
SHIVANSH ENTERPRISES AHMEDABAD,0,0.0,3.41,5.25,Ignore
BAWANAHUB_DEL DELHI,0,0.0,4.76,5.25,Ignore
PEOPLESCAMPUSHUB_BHO MADHYA PRADESH,0,0.0,2.74,5.24,Ignore
LOADSHAREDHULAGARHODH_KOL DHULAGARH,0,0.0,3.35,5.24,Ignore
MHOWHUB_IDR INDORE,0,0.0,4.01,5.23,Ignore
WHEELEYRATANPURODH_PAB BILASPUR,0,0.0,3.28,5.23,Ignore
BAHADURGARHHUB_BHD BAHADURGARH,0,0.0,2.98,5.23,Ignore
KANJOORHUB_ALU ALUVA,0,0.0,3.41,5.22,Ignore
FARIDABAD HUB,0,0.0,3.28,5.22,Ignore
GURDASPUR HUB GURDASPUR,0,0.0,4.93,5.22,Ignore
GURGAON HUB,0,0.0,0.9,5.22,Ignore
PASHUPATI JUNAGADH,0,0.0,4.88,5.21,Ignore
AM KIRANA STORE BORSAD,0,0.0,5.21,5.21,Ignore
YESH MEDICAL GURGAON,0,0.0,5.21,5.21,Ignore
PALLIPALAYAM HUB,0,0.0,1.37,5.2,Ignore
AJNALAMDH_AJN AJNALA,0,0.0,2.1,5.2,Ignore
BILASPURHUB_BLS BILASPUR,0,0.0,4.47,5.2,Ignore
BHUBANESWARHUB_BBI BHUBANESWAR,0,0.0,5.2,5.2,Ignore
BACHELIODH_BAC DANTEWARA,0,0.0,5.2,5.2,Ignore
MAHAGAONMDH_MAH MAHAG,0,0.0,5.19,5.19,Ignore
PHULLANWALODH_PHU LUDHIANA,0,0.0,3.22,5.18,Ignore
VASANT VIHAR,0,0.0,3.08,5.18,Ignore
